,is_phishing,is_safe,suspicious_words_subject,suspicious_words_body,sender_nums_count,sender_domain_num_count,sender_domain_length,urls_count,protocol,contains_ip,url_length,TLD_alpha,subdomain_level,slash_count,dots_count,hyphens_count,has_non_latin
90009,1.0,0.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,47.0,1.0,1.0,4.0,2.0,2.0,0.0
90010,1.0,0.0,1.0,3.0,0.0,0.0,13.0,2.0,0.0,0.0,22.0,1.0,1.0,2.0,2.0,0.0,0.0
90011,0.0,1.0,1.0,4.0,0.0,0.0,22.0,1.0,0.0,0.0,37.0,1.0,1.0,2.0,2.0,0.0,0.0
90013,0.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
90017,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,43.0,1.0,1.0,4.0,2.0,0.0,0.0
90019,0.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90021,0.0,1.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90022,0.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
90023,1.0,0.0,0.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,20.0,1.0,1.0,0.0,2.0,0.0,0.0
90030,0.0,1.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90033,0.0,1.0,0.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,44.0,1.0,1.0,4.0,3.0,0.0,0.0
90050,1.0,0.0,0.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,50.0,1.0,1.0,4.0,3.0,0.0,0.0
90051,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0
90052,1.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,35.0,1.0,0.0,3.0,2.0,0.0,0.0
90054,1.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,29.0,1.0,1.0,3.0,2.0,0.0,0.0
90055,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90059,1.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,54.0,1.0,1.0,6.0,3.0,0.0,0.0
90062,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,35.0,1.0,2.0,0.0,3.0,0.0,0.0
90063,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,34.0,1.0,2.0,0.0,3.0,0.0,0.0
90064,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,35.0,1.0,2.0,0.0,3.0,0.0,0.0
90068,1.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,29.0,1.0,1.0,4.0,2.0,0.0,0.0
90069,1.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,61.0,1.0,1.0,3.0,2.0,0.0,0.0
90071,1.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
90072,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,52.0,1.0,0.0,3.0,1.0,0.0,0.0
90073,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90074,0.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90077,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,19.0,1.0,1.0,0.0,2.0,0.0,0.0
90080,0.0,1.0,0.0,24.0,0.0,0.0,18.0,3.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,0.0,0.0
90081,0.0,1.0,0.0,21.0,0.0,0.0,18.0,3.0,0.0,0.0,40.0,0.0,2.0,3.0,3.0,0.0,0.0
90087,0.0,1.0,1.0,21.0,1.0,0.0,3.0,3.0,0.0,0.0,18.0,1.0,1.0,2.0,2.0,0.0,0.0
90088,0.0,1.0,0.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,27.0,1.0,1.0,2.0,2.0,1.0,0.0
90102,1.0,0.0,0.0,8.0,5.0,0.0,7.0,3.0,0.0,0.0,17.0,0.0,3.0,0.0,4.0,0.0,0.0
90106,1.0,0.0,0.0,5.0,0.0,1.0,10.0,2.0,0.0,0.0,31.0,1.0,1.0,3.0,3.0,0.0,0.0
90107,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,26.0,1.0,1.0,4.0,2.0,0.0,0.0
90110,1.0,0.0,0.0,5.0,0.0,1.0,8.0,1.0,0.0,0.0,43.0,1.0,1.0,3.0,3.0,0.0,0.0
90114,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,37.0,1.0,2.0,3.0,3.0,0.0,0.0
90118,0.0,1.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90119,1.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,37.0,1.0,0.0,4.0,1.0,0.0,0.0
90132,1.0,0.0,0.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,24.0,1.0,1.0,3.0,2.0,0.0,0.0
90133,1.0,0.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,39.0,1.0,1.0,3.0,3.0,0.0,0.0
90134,1.0,0.0,1.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,35.0,1.0,1.0,3.0,3.0,0.0,0.0
90135,1.0,0.0,0.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,42.0,1.0,1.0,3.0,3.0,0.0,0.0
90141,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,24.0,1.0,1.0,3.0,2.0,0.0,0.0
90143,1.0,0.0,0.0,4.0,8.0,0.0,11.0,3.0,0.0,0.0,19.0,1.0,1.0,0.0,2.0,0.0,0.0
90145,1.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,32.0,1.0,1.0,4.0,2.0,0.0,0.0
90149,1.0,0.0,0.0,0.0,3.0,2.0,8.0,1.0,0.0,0.0,21.0,1.0,1.0,2.0,2.0,0.0,0.0
90152,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,69.0,1.0,1.0,5.0,3.0,0.0,0.0
90155,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,40.0,1.0,1.0,4.0,2.0,0.0,0.0
90158,1.0,0.0,0.0,0.0,0.0,2.0,20.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90159,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90160,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90162,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90163,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90164,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90165,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90166,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90167,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90168,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90169,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90170,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90171,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90172,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90173,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90174,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90175,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90176,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90177,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90178,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90179,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90180,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90181,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90182,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90183,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90184,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90185,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90186,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90187,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90188,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90189,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90190,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90191,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90192,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90193,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90194,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90195,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90196,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90197,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90199,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90200,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90201,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90202,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90203,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90204,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90205,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90206,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90207,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90208,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90209,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90210,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90211,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90212,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90213,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90214,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90215,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90216,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90217,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90218,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90219,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90220,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90226,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,19.0,1.0,1.0,0.0,2.0,0.0,0.0
90227,0.0,1.0,0.0,14.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,0.0,0.0
90229,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,18.0,0.0,2.0,0.0,3.0,0.0,0.0
90235,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,34.0,1.0,3.0,2.0,4.0,0.0,0.0
90238,1.0,0.0,0.0,11.0,13.0,0.0,20.0,1.0,0.0,0.0,35.0,1.0,1.0,4.0,2.0,0.0,0.0
90239,0.0,1.0,0.0,4.0,0.0,0.0,13.0,1.0,0.0,0.0,25.0,1.0,1.0,1.0,2.0,0.0,0.0
90244,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,54.0,1.0,1.0,3.0,2.0,0.0,0.0
90245,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,23.0,1.0,0.0,2.0,1.0,0.0,0.0
90247,0.0,1.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,61.0,1.0,1.0,6.0,3.0,0.0,0.0
90248,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,46.0,1.0,1.0,5.0,3.0,0.0,0.0
90251,1.0,0.0,0.0,2.0,3.0,0.0,11.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90252,1.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90253,1.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90254,1.0,0.0,0.0,1.0,2.0,0.0,10.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90255,1.0,0.0,0.0,2.0,3.0,0.0,10.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90256,1.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90257,1.0,0.0,0.0,2.0,1.0,0.0,10.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90258,1.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90259,1.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90260,1.0,0.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90261,1.0,0.0,0.0,2.0,3.0,0.0,10.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90262,1.0,0.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90263,1.0,0.0,0.0,2.0,1.0,1.0,12.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90264,1.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90265,1.0,0.0,0.0,2.0,2.0,0.0,11.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90266,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90267,1.0,0.0,0.0,1.0,3.0,0.0,5.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90268,1.0,0.0,0.0,1.0,3.0,0.0,23.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90269,1.0,0.0,0.0,1.0,1.0,0.0,14.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90270,1.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90271,1.0,0.0,0.0,1.0,2.0,1.0,8.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90272,1.0,0.0,0.0,1.0,3.0,2.0,6.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90273,1.0,0.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90274,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90275,1.0,0.0,0.0,2.0,3.0,0.0,7.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90276,1.0,0.0,0.0,1.0,2.0,0.0,7.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90277,1.0,0.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90278,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90279,1.0,0.0,0.0,2.0,2.0,0.0,14.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90280,1.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90281,1.0,0.0,1.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90282,1.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90283,1.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90284,1.0,0.0,1.0,2.0,1.0,0.0,14.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90285,1.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90286,1.0,0.0,0.0,2.0,1.0,0.0,11.0,2.0,0.0,0.0,32.0,1.0,1.0,3.0,3.0,0.0,0.0
90287,1.0,0.0,0.0,2.0,0.0,3.0,8.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90288,1.0,0.0,0.0,1.0,1.0,2.0,12.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90289,1.0,0.0,0.0,1.0,3.0,2.0,6.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90290,1.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90291,1.0,0.0,0.0,2.0,0.0,1.0,6.0,2.0,0.0,0.0,34.0,1.0,1.0,4.0,2.0,0.0,0.0
90292,1.0,0.0,1.0,6.0,2.0,0.0,7.0,2.0,0.0,0.0,24.0,1.0,0.0,4.0,1.0,0.0,0.0
90296,1.0,0.0,0.0,2.0,3.0,0.0,14.0,2.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
90297,0.0,1.0,0.0,17.0,0.0,0.0,7.0,1.0,0.0,0.0,29.0,1.0,1.0,3.0,3.0,0.0,0.0
90307,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,44.0,1.0,1.0,3.0,2.0,0.0,0.0
90308,1.0,0.0,1.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,38.0,1.0,1.0,3.0,2.0,0.0,0.0
90311,1.0,0.0,1.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,27.0,1.0,1.0,2.0,2.0,0.0,0.0
90315,0.0,1.0,0.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
90317,1.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,31.0,1.0,1.0,3.0,2.0,0.0,0.0
90318,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,31.0,1.0,1.0,3.0,2.0,0.0,0.0
90320,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,37.0,1.0,1.0,4.0,2.0,0.0,0.0
90329,1.0,0.0,0.0,1.0,3.0,3.0,13.0,1.0,0.0,0.0,13.0,1.0,2.0,0.0,3.0,0.0,0.0
90332,1.0,0.0,1.0,10.0,0.0,0.0,8.0,2.0,0.0,0.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0
90336,0.0,1.0,0.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,33.0,1.0,1.0,5.0,2.0,0.0,0.0
90337,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,25.0,1.0,1.0,0.0,2.0,1.0,0.0
90338,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,21.0,1.0,1.0,0.0,2.0,0.0,0.0
90340,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,34.0,1.0,1.0,4.0,2.0,0.0,0.0
90344,1.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0,0.0,0.0,43.0,1.0,1.0,4.0,3.0,0.0,0.0
90355,1.0,0.0,0.0,4.0,13.0,1.0,4.0,2.0,0.0,0.0,63.0,1.0,1.0,5.0,2.0,0.0,0.0
90356,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,31.0,1.0,2.0,3.0,3.0,0.0,0.0
90357,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,32.0,1.0,3.0,3.0,4.0,0.0,0.0
90360,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,35.0,1.0,2.0,3.0,3.0,0.0,0.0
90361,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90362,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90363,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90364,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90366,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90367,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90368,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90369,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90370,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90371,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90372,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90373,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90374,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
90375,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,24.0,1.0,0.0,3.0,1.0,0.0,0.0
